Instance,Income
112152,177123.514
112153,98842.59456
112154,165380.4019
112155,78982.99516
112156,212334.8529
112157,183828.1236
112158,123756.3882
112159,81684.32694
112160,72244.88692
112161,98528.38532
112162,49117.37252
112163,110119.3696
112164,175967.4809
112165,169633.2983
112166,181243.0552
112167,129706.7371
112168,142078.6794
112169,184954.2275
112170,181190.7676
112171,167129.9088
112172,72490.95861
112173,80782.7818
112174,45689.29139
112175,148033.0105
112176,77899.43091
112177,86783.17259
112178,41301.5518
112179,103289.9952
112180,42841.22027
112181,80010.04294
112182,152470.3586
112183,120547.4892
112184,48857.10031
112185,96235.26267
112186,75574.9371
112187,66847.40406
112188,66158.15089
112189,98754.48499
112190,117156.7524
112191,147113.349
112192,99384.70628
112193,132294.4717
112194,212874.2576
112195,124734.4241
112196,22154.24222
112197,65765.78363
112198,149340.5836
112199,119928.3954
112200,100106.0477
112201,166956.8555
112202,162676.3056
112203,119884.8613
112204,127221.2918
112205,72144.16863
112206,160607.2285
112207,106687.8969
112208,107849.648
112209,93366.27488
112210,145018.7458
112211,141467.3273
112212,149538.7009
112213,63101.71332
112214,78604.27774
112215,74864.11036
112216,128103.7808
112217,31562.8344
112218,61398.22028
112219,116303.4964
112220,184622.9045
112221,64359.88626
112222,100126.1574
112223,118213.9951
112224,84637.28745
112225,139111.7214
112226,166254.1677
112227,99995.96312
112228,106512.3261
112229,161284.9931
112230,140033.0641
112231,13301.95904
112232,112570.952
112233,90966.85812
112234,121852.8962
112235,23913.02586
112236,93511.19041
112237,89933.57727
112238,140709.5983
112239,123119.1903
112240,138138.4827
112241,71900.88861
112242,79632.16235
112243,140267.0726
112244,102235.3773
112245,76062.34654
112246,114810.0688
112247,145953.7604
112248,170878.2367
112249,27061.81242
112250,37627.22728
112251,98857.9397
112252,100900.2177
112253,39878.96112
112254,198744.3737
112255,110364.7789
112256,110669.2558
112257,120487.7863
112258,141591.4489
112259,45262.14885
112260,200442.5727
112261,136654.0638
112262,118680.9485
112263,59223.61726
112264,67006.03729
112265,122083.3989
112266,129335.359
112267,153999.0233
112268,181062.9756
112269,124478.0111
112270,59120.26237
112271,138669.8481
112272,174934.0908
112273,156329.3777
112274,54334.90627
112275,40927.69019
112276,114008.252
112277,103378.987
112278,46663.62853
112279,35777.93137
112280,155418.9739
112281,115363.3076
112282,203196.848
112283,148126.1981
112284,155572.3335
112285,118428.2806
112286,156920.9744
112287,78793.00382
112288,100778.8803
112289,177967.5844
112290,121566.3774
112291,42026.89672
112292,164244.623
112293,76636.12843
112294,154903.1273
112295,158076.3608
112296,134576.2732
112297,180409.6996
112298,154547.379
112299,74807.54765
112300,115429.9516
112301,78363.62236
112302,129424.119
112303,93787.1681
112304,171380.0528
112305,68275.47004
112306,200619.9774
112307,155315.7594
112308,124375.3351
112309,145096.2403
112310,45399.1691
112311,157347.2096
112312,107995.8719
112313,81185.76533
112314,79395.83079
112315,94329.22577
112316,92127.07561
112317,76614.34575
112318,82290.48476
112319,39155.15973
112320,226954.0893
112321,81188.4105
112322,82058.60722
112323,147700.0982
112324,94028.1602
112325,106682.2565
112326,114579.439
112327,78595.3059
112328,115712.705
112329,30146.35651
112330,107098.4306
112331,111944.0583
112332,68041.24856
112333,123146.8142
112334,69795.88268
112335,185349.0948
112336,91664.82549
112337,187641.6748
112338,155840.4049
112339,73285.37422
112340,87765.85981
112341,80998.37799
112342,149211.9778
112343,170566.3327
112344,139896.2034
112345,140225.8925
112346,209487.3642
112347,57416.54978
112348,95280.67885
112349,111251.6471
112350,151463.6149
112351,101944.3517
112352,83079.02929
112353,79793.84968
112354,193605.2952
112355,134733.4178
112356,119056.2967
112357,103030.4175
112358,49062.31172
112359,103388.475
112360,96632.65054
112361,65036.2979
112362,148167.6683
112363,70286.9643
112364,31648.37239
112365,30128.24442
112366,124941.1734
112367,114960.9213
112368,27442.56189
112369,98904.06509
112370,25301.76182
112371,120024.9426
112372,71998.50377
112373,101225.9182
112374,102356.9029
112375,95868.5989
112376,158395.3363
112377,101891.9059
112378,65889.44326
112379,151800.4929
112380,81459.87151
112381,73550.91971
112382,139692.7632
112383,130672.5775
112384,99231.24596
112385,94989.94917
112386,100509.3068
112387,105821.6563
112388,96010.86182
112389,135194.7951
112390,143754.8475
112391,61274.69527
112392,151777.4466
112393,176710.6882
112394,50848.88649
112395,120338.4179
112396,228584.8345
112397,154851.8734
112398,127513.2621
112399,155130.9559
112400,94708.78207
112401,161846.8704
112402,156116.0354
112403,117779.0234
112404,111709.6093
112405,149522.6276
112406,66099.89881
112407,96743.50904
112408,145688.4733
112409,166520.0602
112410,77998.86006
112411,92733.03041
112412,61556.1802
112413,89649.87813
112414,177342.7847
112415,112238.3009
112416,61742.3434
112417,78220.17639
112418,124270.9669
112419,96808.07231
112420,106605.7014
112421,79787.16238
112422,101343.0066
112423,79202.69384
112424,100251.6007
112425,79055.32353
112426,196674.118
112427,83333.88341
112428,41161.04793
112429,81303.94744
112430,156635.8641
112431,157860.0603
112432,55204.50332
112433,184643.1161
112434,122389.4352
112435,107164.5884
112436,86509.06359
112437,122728.1718
112438,87268.81463
112439,91560.79531
112440,112238.1473
112441,139210.9056
112442,99112.95699
112443,128103.3924
112444,23984.93021
112445,91921.41005
112446,109388.4103
112447,176878.0877
112448,133975.7873
112449,124235.6769
112450,104969.4596
112451,125527.8529
112452,118390.6492
112453,151107.8798
112454,154471.5406
112455,144821.4454
112456,67126.57147
112457,103893.9742
112458,112857.9871
112459,143859.495
112460,79274.9764
112461,139815.0168
112462,154245.6253
112463,134418.2744
112464,114204.7708
112465,119431.9571
112466,106169.0357
112467,120672.64
112468,91340.73181
112469,65254.35571
112470,80601.59125
112471,107027.7866
112472,146532.1387
112473,102270.146
112474,141494.2008
112475,94656.61788
112476,65377.63231
112477,97518.21656
112478,57605.11941
112479,117449.5768
112480,78609.83747
112481,162608.8506
112482,95139.96753
112483,196296.8273
112484,121972.6809
112485,161539.3409
112486,52104.28213
112487,78561.39813
112488,63031.00873
112489,94646.16058
112490,74678.82825
112491,101512.8403
112492,191746.8032
112493,186794.1581
112494,83548.9853
112495,33015.20492
112496,85245.96293
112497,157554.962
112498,145847.1024
112499,120361.875
112500,109402.8138
112501,70215.75808
112502,97269.9228
112503,107995.7188
112504,35406.45335
112505,78381.33937
112506,176123.5911
112507,156468.9313
112508,184164.8599
112509,91155.0352
112510,126855.6844
112511,86572.84366
112512,102082.0813
112513,-35524.89306
112514,141731.424
112515,199045.1981
112516,171315.2379
112517,90793.35062
112518,103909.8697
112519,83521.64805
112520,125796.3599
112521,126434.2446
112522,104219.4609
112523,160932.2245
112524,159898.6014
112525,57305.20626
112526,92535.73519
112527,155164.0355
112528,95614.43939
112529,92382.91452
112530,122598.3926
112531,150321.9762
112532,142668.3331
112533,123313.9301
112534,83529.14072
112535,84212.93449
112536,167663.8536
112537,134626.2179
112538,30042.43021
112539,69047.04282
112540,75244.65727
112541,127441.651
112542,178021.9714
112543,170238.4507
112544,130481.4252
112545,154217.9115
112546,28731.81178
112547,69241.39455
112548,135709.3662
112549,63411.21275
112550,68232.49272
112551,90803.16932
112552,138650.9226
112553,145136.1565
112554,98106.23705
112555,90049.80642
112556,156216.4931
112557,132464.9407
112558,146150.704
112559,43940.0449
112560,104103.6628
112561,115694.6833
112562,69875.34063
112563,126855.0708
112564,132949.4521
112565,81026.24363
112566,100969.5859
112567,10734.94045
112568,171913.5166
112569,23105.10624
112570,113436.6697
112571,152858.8185
112572,98355.49767
112573,82803.05608
112574,1878.455069
112575,64494.7695
112576,31884.16699
112577,95367.18025
112578,104120.0524
112579,115612.003
112580,61672.71929
112581,148521.3275
112582,126919.9346
112583,76919.41148
112584,66387.22048
112585,80055.79272
112586,49081.08385
112587,82573.61456
112588,150511.9338
112589,84088.79988
112590,116464.6986
112591,107406.4591
112592,121511.1978
112593,76031.18262
112594,68192.95971
112595,61206.32373
112596,95391.95799
112597,95526.19186
112598,39025.93208
112599,71625.38383
112600,93963.3836
112601,85325.77935
112602,168580.0973
112603,57846.03654
112604,103490.5897
112605,112404.9692
112606,69900.45987
112607,153542.9389
112608,103981.6267
112609,125464.1472
112610,172364.6816
112611,136845.8264
112612,96954.30649
112613,102290.0871
112614,149314.9163
112615,66713.72969
112616,50285.26335
112617,113189.6052
112618,169828.8068
112619,34694.85003
112620,64457.70278
112621,28550.43996
112622,130516.624
112623,111755.3837
112624,136792.6733
112625,92874.86332
112626,93172.78777
112627,142606.313
112628,55437.14897
112629,140361.4754
112630,128428.2534
112631,206539.3297
112632,136740.2599
112633,37138.89184
112634,17563.21919
112635,67007.40248
112636,171304.933
112637,140848.3529
112638,47492.1049
112639,135809.3595
112640,86109.12878
112641,46684.47807
112642,131842.1083
112643,186213.3669
112644,84295.54735
112645,102947.7487
112646,116845.9302
112647,59825.60402
112648,89679.81015
112649,77453.31985
112650,33858.23844
112651,40601.55632
112652,47893.90514
112653,85682.72118
112654,5676.272086
112655,42642.84678
112656,51782.01843
112657,124685.5979
112658,128401.7873
112659,138008.8847
112660,194905.9501
112661,131219.6923
112662,244242.8267
112663,176487.5286
112664,154747.3621
112665,136726.1331
112666,147177.3899
112667,62505.04232
112668,99419.29504
112669,184165.6266
112670,70633.70054
112671,113316.9049
112672,57649.82445
112673,97737.13915
112674,105891.9079
112675,101651.8359
112676,90543.09371
112677,89249.10078
112678,88206.27394
112679,156290.8564
112680,61389.12972
112681,96098.25468
112682,116168.0823
112683,-17952.82667
112684,150212.7708
112685,82823.33249
112686,43501.03004
112687,146073.4315
112688,101353.5801
112689,161160.6379
112690,154276.0472
112691,106036.391
112692,129818.7358
112693,128757.7159
112694,115603.4211
112695,136024.5987
112696,171223.6539
112697,45124.2542
112698,196181.1764
112699,88330.12294
112700,133341.7638
112701,125140.0091
112702,150641.9043
112703,104740.3152
112704,144557.3528
112705,157550.5997
112706,118792.7439
112707,96632.16438
112708,145406.7814
112709,82666.20785
112710,167089.4152
112711,73327.54701
112712,58838.97024
112713,157636.4731
112714,62370.48987
112715,79248.4409
112716,61915.6478
112717,41582.44258
112718,77731.77753
112719,122800.6797
112720,110424.6824
112721,74596.26119
112722,64996.159
112723,109844.4006
112724,20497.05407
112725,116361.0085
112726,46690.15497
112727,128191.4278
112728,17302.00763
112729,82737.16141
112730,112638.5744
112731,76049.99284
112732,43350.65672
112733,146093.4892
112734,73660.11258
112735,34154.26058
112736,131897.4614
112737,114098.7523
112738,135160.855
112739,171386.564
112740,217187.6238
112741,120414.3602
112742,130227.2203
112743,124597.4157
112744,157710.6132
112745,121814.0689
112746,86705.51521
112747,160290.5752
112748,77931.39626
112749,127317.6031
112750,51437.01568
112751,119669.7548
112752,159736.2683
112753,148242.049
112754,243987.6263
112755,43374.24541
112756,120808.5802
112757,96782.30849
112758,94578.03734
112759,34516.00233
112760,87870.00923
112761,156677.8955
112762,119007.9581
112763,56934.40806
112764,83685.98533
112765,12509.65564
112766,193040.1242
112767,123283.2046
112768,108769.3659
112769,71813.55404
112770,67112.13863
112771,144525.7105
112772,125278.2432
112773,143887.9353
112774,59886.28329
112775,106851.0717
112776,68489.57765
112777,89049.09435
112778,159317.8408
112779,102893.6722
112780,164736.6081
112781,163383.4421
112782,45408.06328
112783,146858.912
112784,122629.1091
112785,76225.21958
112786,120117.4128
112787,160845.9912
112788,130968.2916
112789,121009.6395
112790,151984.8319
112791,86013.08352
112792,89212.98663
112793,90990.63969
112794,145676.3943
112795,87909.2447
112796,98611.02822
112797,145961.8119
112798,156095.6862
112799,104638.2077
112800,93516.29834
112801,87449.33135
112802,46709.34558
112803,220354.4471
112804,167546.2538
112805,98919.05134
112806,74611.17267
112807,81135.39754
112808,128929.5246
112809,100735.7325
112810,135462.42
112811,130146.6342
112812,121609.4772
112813,108768.3864
112814,119409.735
112815,39652.77112
112816,64289.69427
112817,109078.6863
112818,110019.5779
112819,12750.04958
112820,133682.8159
112821,74767.92733
112822,13448.48726
112823,85347.77832
112824,114416.5017
112825,168642.3386
112826,191478.8271
112827,-12699.79052
112828,71352.79597
112829,73323.69183
112830,146326.8686
112831,131467.3266
112832,107213.2812
112833,157766.5138
112834,139796.172
112835,41899.86692
112836,142252.5176
112837,144771.5405
112838,156890.1254
112839,151065.8534
112840,129634.214
112841,52493.46899
112842,38280.42532
112843,118235.5233
112844,133062.2169
112845,182005.3559
112846,117173.8724
112847,145930.2848
112848,124970.7778
112849,57888.05369
112850,157834.9173
112851,63258.20801
112852,124730.5036
112853,126987.5592
112854,162156.3618
112855,58377.07055
112856,108907.2962
112857,88280.68604
112858,33483.20071
112859,196605.1924
112860,113968.2454
112861,133437.2092
112862,110770.7469
112863,96200.90697
112864,79669.88363
112865,80997.18259
112866,102060.2665
112867,110280.3542
112868,121020.9916
112869,91111.4475
112870,63035.46337
112871,85268.07027
112872,83591.24224
112873,98118.48149
112874,96854.85538
112875,95681.68161
112876,91054.48757
112877,131556.0402
112878,83804.92521
112879,116255.4938
112880,136981.6233
112881,153140.49
112882,133495.541
112883,128133.7425
112884,20273.85601
112885,104361.7712
112886,110306.7371
112887,60185.46664
112888,143728.2481
112889,144820.4458
112890,164762.0273
112891,89188.98911
112892,173549.3365
112893,94977.35284
112894,183468.1509
112895,60275.08901
112896,-839.555688
112897,61188.42277
112898,28403.9573
112899,57616.03709
112900,91703.7733
112901,157441.7946
112902,56992.62993
112903,112978.9938
112904,162225.715
112905,129541.9992
112906,117434.291
112907,71361.44396
112908,17512.48768
112909,146449.8896
112910,130208.8567
112911,102365.4123
112912,42601.41748
112913,110751.39
112914,103181.4083
112915,86279.95107
112916,147703.7226
112917,93447.92918
112918,203860.1928
112919,128586.2907
112920,64795.3937
112921,84449.84635
112922,149111.8495
112923,63346.75083
112924,126702.2179
112925,155321.5953
112926,103731.5006
112927,102441.2919
112928,56718.7973
112929,150590.4272
112930,167441.7767
112931,58262.44822
112932,83097.51875
112933,98187.96091
112934,175907.1388
112935,142507.6328
112936,213215.5821
112937,195485.8321
112938,73700.03447
112939,48602.41524
112940,119385.4785
112941,145447.0542
112942,25995.49558
112943,98160.13652
112944,57975.72722
112945,153113.3321
112946,118784.6849
112947,90555.38883
112948,142443.4204
112949,101719.7235
112950,121191.198
112951,129560.8748
112952,80193.29064
112953,102827.7322
112954,106170.0558
112955,31045.8895
112956,66262.43144
112957,114904.052
112958,225315.1811
112959,136864.7004
112960,131793.7754
112961,160757.0739
112962,132954.5263
112963,51311.98095
112964,70526.39419
112965,48617.542
112966,160100.0166
112967,24461.14023
112968,49485.71381
112969,58602.25912
112970,-7535.322673
112971,67671.86447
112972,145341.4586
112973,76771.65954
112974,128610.0384
112975,78293.58114
112976,51935.78072
112977,89679.2555
112978,138239.5773
112979,113657.0075
112980,135075.5518
112981,29016.17375
112982,120408.2428
112983,184038.3574
112984,56000.90523
112985,82991.87461
112986,102133.5062
112987,107191.5988
112988,146001.729
112989,98919.03843
112990,137220.1169
112991,57984.21654
112992,75543.84295
112993,157635.0688
112994,91635.86721
112995,88672.03592
112996,59722.01805
112997,157549.9143
112998,123018.6715
112999,175621.6451
113000,43358.10315
113001,96680.6288
113002,162449.1104
113003,116166.414
113004,13189.31571
113005,121364.817
113006,139408.0558
113007,67223.68177
113008,11806.56902
113009,118269.0746
113010,146165.0877
113011,172638.3883
113012,124051.7023
113013,112486.319
113014,125726.0194
113015,173764.1782
113016,170452.3181
113017,77741.08708
113018,141201.6405
113019,93175.0857
113020,113351.5384
113021,121543.4954
113022,99225.9964
113023,150204.6361
113024,224791.873
113025,109929.0596
113026,118535.293
113027,68901.82891
113028,97161.52453
113029,110588.8927
113030,186555.164
113031,96832.75337
113032,95297.22885
113033,180599.117
113034,94081.40514
113035,138845.9273
113036,160836.8832
113037,90018.63863
113038,115512.1849
113039,114081.3057
113040,154229.7782
113041,83984.37255
113042,85155.39551
113043,60990.74869
113044,103884.3312
113045,148851.7257
113046,159896.0108
113047,116679.8412
113048,88951.14686
113049,85149.61794
113050,143106.4231
113051,110373.0874
113052,92416.07647
113053,107841.2967
113054,149506.7175
113055,120744.3904
113056,120941.6723
113057,52325.45652
113058,64573.8586
113059,119968.7062
113060,134850.7189
113061,56226.11273
113062,66451.551
113063,120301.4338
113064,147791.7223
113065,102054.5896
113066,80871.93362
113067,101819.2761
113068,108324.4931
113069,89030.53256
113070,123529.8157
113071,90777.75216
113072,79418.44362
113073,128258.1129
113074,84133.82222
113075,116131.5319
113076,131918.2288
113077,70076.00962
113078,87131.66658
113079,194611.9928
113080,93566.17484
113081,136478.8278
113082,93744.26946
113083,108667.9072
113084,85913.70381
113085,129779.4512
113086,103154.2007
113087,168413.1165
113088,84934.91231
113089,68914.15864
113090,132821.3607
113091,171388.6863
113092,112283.1859
113093,172784.2525
113094,113145.3931
113095,100445.2079
113096,196504.9886
113097,71653.00812
113098,180589.1511
113099,110498.6285
113100,80366.79371
113101,157977.4534
113102,162235.5039
113103,84821.88616
113104,179914.723
113105,122248.0464
113106,140728.9718
113107,98377.18611
113108,109028.7052
113109,78014.41439
113110,95548.29584
113111,101645.8947
113112,92186.45316
113113,102409.868
113114,111893.4692
113115,16463.99949
113116,121116.936
113117,195585.2451
113118,68499.00838
113119,189367.134
113120,75395.55918
113121,172071.0856
113122,89000.77421
113123,107229.6587
113124,72154.24466
113125,108311.3571
113126,113138.5933
113127,125876.0533
113128,148849.6107
113129,107246.0789
113130,153947.3753
113131,156564.1721
113132,79203.90126
113133,149888.5232
113134,127568.5305
113135,63945.60021
113136,121726.7062
113137,87232.50056
113138,101711.9954
113139,76587.412
113140,112452.7117
113141,72441.10445
113142,97572.52572
113143,28867.69579
113144,74379.58374
113145,155786.6262
113146,105975.7008
113147,49848.14972
113148,117697.487
113149,120686.5306
113150,74414.29382
113151,151929.149
113152,81834.79315
113153,204315.3242
113154,138854.0987
113155,116068.4584
113156,147965.1995
113157,94640.2392
113158,130837.0073
113159,138751.3856
113160,141986.394
113161,142442.4183
113162,72474.46701
113163,123276.8732
113164,126413.1628
113165,137675.0405
113166,68887.80144
113167,208985.8805
113168,171789.8603
113169,93932.80357
113170,86916.07015
113171,91752.01621
113172,107699.8557
113173,145009.5945
113174,213048.9837
113175,77245.78693
113176,122503.1625
113177,109715.2542
113178,157276.6896
113179,108186.7387
113180,114493.7145
113181,91847.63085
113182,85493.71073
113183,65459.34557
113184,155858.1532
113185,113893.7361
113186,79669.27845
113187,37505.81961
113188,61019.36086
113189,159061.3505
113190,181172.9182
113191,131748.2494
113192,108508.8135
113193,114976.4324
113194,47782.22375
113195,112060.5025
113196,98758.80285
113197,100627.3151
113198,3929.653654
113199,160223.8109
113200,92667.36197
113201,125206.7991
113202,141531.1993
113203,61898.91697
113204,226328.8032
113205,212661.4
113206,161077.8061
113207,48372.56295
113208,127524.5008
113209,73739.2821
113210,131228.2019
113211,143318.9974
113212,78354.81145
113213,170538.1362
113214,97173.01059
113215,128610.1452
113216,153129.9305
113217,118142.2986
113218,84486.2521
113219,97956.40785
113220,173666.4011
113221,76556.76832
113222,124738.9447
113223,56553.56804
113224,47685.84782
113225,134736.5638
113226,113702.6065
113227,187109.7959
113228,137352.5096
113229,50267.43916
113230,124146.4293
113231,99297.09774
113232,152671.1037
113233,57465.69547
113234,113586.8377
113235,114912.7754
113236,82834.12803
113237,189269.3762
113238,93840.32115
113239,85771.65119
113240,20525.70937
113241,64154.21999
113242,122276.0021
113243,4541.167573
113244,148635.3677
113245,47307.63773
113246,68402.77975
113247,142017.1918
113248,62893.69719
113249,82996.03719
113250,166890.0279
113251,25859.80291
113252,120800.0806
113253,70254.81067
113254,100251.9268
113255,143335.4913
113256,121498.4801
113257,137217.8735
113258,76603.9708
113259,48263.12131
113260,137955.1818
113261,95459.19438
113262,126021.6669
113263,181746.8863
113264,78284.51644
113265,121553.2075
113266,39164.84423
113267,108241.8551
113268,126276.443
113269,50002.96679
113270,31670.33064
113271,101013.7326
113272,46556.50621
113273,76243.14137
113274,147347.2011
113275,164133.3552
113276,99785.52395
113277,88932.92385
113278,131222.9357
113279,143546.5104
113280,115069.2844
113281,163837.5306
113282,160545.7771
113283,115157.0208
113284,161370.1218
113285,67812.44974
113286,8072.364441
113287,87662.19829
113288,94413.18063
113289,47586.36948
113290,-20051.20226
113291,121832.3025
113292,138219.3714
113293,79681.97202
113294,126853.8061
113295,184558.0842
113296,180981.7948
113297,86136.89948
113298,106091.2825
113299,134026.5854
113300,113293.852
113301,77413.85756
113302,106496.3772
113303,117174.0139
113304,115985.4125
113305,185152.8718
113306,122144.9643
113307,109301.6489
113308,91534.29443
113309,143763.6702
113310,33817.33384
113311,77178.51717
113312,104721.405
113313,121856.6705
113314,105359.5792
113315,92172.828
113316,166582.4944
113317,123764.6167
113318,103998.0911
113319,87139.47338
113320,125823.1835
113321,56691.89554
113322,52382.69337
113323,53733.94576
113324,61279.48807
113325,129014.2831
113326,81826.10181
113327,145446.1944
113328,134355.5178
113329,172533.5951
113330,155695.0119
113331,112497.1633
113332,125326.5901
113333,112545.5267
113334,124163.0205
113335,95318.02808
113336,127083.0511
113337,55580.18686
113338,101880.7075
113339,45184.84064
113340,101900.5384
113341,121419.7282
113342,198204.5841
113343,113657.1116
113344,119925.9886
113345,102905.6844
113346,83673.72477
113347,92195.7706
113348,190877.2729
113349,101491.1941
113350,75282.4521
113351,115429.2823
113352,71611.95631
113353,163189.7322
113354,26476.09836
113355,161816.1125
113356,83587.96709
113357,50357.77503
113358,122042.6932
113359,63579.53558
113360,198722.3828
113361,104230.6611
113362,113608.802
113363,74078.71634
113364,63444.05604
113365,91468.30425
113366,49964.80766
113367,94869.90335
113368,113605.091
113369,139706.0732
113370,73564.4084
113371,121564.7435
113372,86222.10977
113373,109302.6273
113374,104552.5485
113375,123475.5451
113376,36158.07659
113377,121235.9476
113378,122316.471
113379,157294.3168
113380,131392.8076
113381,86298.21133
113382,111368.0639
113383,73864.50091
113384,83320.608
113385,88590.77859
113386,91223.28096
113387,62745.69792
113388,18872.32834
113389,-14037.77144
113390,159075.5234
113391,66255.49217
113392,99174.76952
113393,165717.5179
113394,45329.5326
113395,92269.50244
113396,21711.79146
113397,181339.1652
113398,145073.194
113399,160826.1125
113400,152930.3843
113401,85851.65406
113402,112328.6768
113403,116615.8208
113404,59459.15839
113405,128314.9166
113406,131303.4607
113407,129490.3335
113408,143127.0441
113409,124356.941
113410,108371.6061
113411,80063.81762
113412,194077.2474
113413,155469.7621
113414,114510.232
113415,44297.55785
113416,156984.5175
113417,113429.383
113418,154996.0495
113419,187727.5989
113420,62777.86168
113421,120387.415
113422,147368.875
113423,165145.6746
113424,77911.96235
113425,81098.06952
113426,128078.8068
113427,133731.9012
113428,188172.348
113429,135605.5646
113430,116234.3743
113431,140212.8539
113432,137329.281
113433,184676.0432
113434,88695.81621
113435,59007.09887
113436,123962.5277
113437,125299.6165
113438,117703.7666
113439,190331.9408
113440,238520.7227
113441,92890.2924
113442,107721.5516
113443,201658.0812
113444,72797.09963
113445,146596.2459
113446,66626.67374
113447,125036.5387
113448,128544.7067
113449,203154.012
113450,105102.3389
113451,161508.5709
113452,107269.4022
113453,169929.7701
113454,176099.7547
113455,164322.8425
113456,120594.5993
113457,108785.3952
113458,128204.3685
113459,57104.16346
113460,97655.5607
113461,67943.38388
113462,88032.96174
113463,35815.05322
113464,110760.4462
113465,19687.71354
113466,166641.5842
113467,30615.16082
113468,74700.2773
113469,91360.36474
113470,79532.02125
113471,112662.2177
113472,130100.0073
113473,197291.8554
113474,121236.2264
113475,150544.9932
113476,107115.2158
113477,84992.64973
113478,108826.0107
113479,162850.62
113480,160449.8049
113481,176356.4233
113482,122835.7769
113483,109371.5531
113484,44872.75157
113485,141082.8368
113486,75529.37463
113487,105094.5346
113488,75697.34924
113489,-14708.36992
113490,71473.804
113491,119123.2521
113492,112549.548
113493,111516.2544
113494,33634.85844
113495,107247.5889
113496,119329.708
113497,158431.4681
113498,116016.7569
113499,65144.03996
113500,73614.07112
113501,114469.5811
113502,29451.95374
113503,91734.06323
113504,111941.7866
113505,87612.03881
113506,76363.50453
113507,85371.65105
113508,112225.0269
113509,162110.1802
113510,94713.21111
113511,48572.74186
113512,43749.27103
113513,131862.068
113514,45670.86868
113515,76097.14995
113516,146979.8025
113517,122608.0086
113518,173702.7441
113519,114175.7416
113520,100262.2655
113521,152663.5515
113522,65202.34391
113523,156350.9194
113524,167592.4353
113525,112053.9526
113526,113897.816
113527,-638.6358737
113528,22968.56282
113529,156242.0687
113530,63578.90095
113531,120235.0197
113532,48523.13637
113533,84238.93414
113534,152081.9975
113535,133187.0938
113536,48881.18757
113537,140868.9159
113538,145404.7074
113539,98152.69035
113540,142405.6513
113541,105308.3568
113542,114858.5296
113543,54076.98866
113544,144183.9258
113545,154888.1267
113546,122731.9356
113547,89832.5988
113548,140623.2847
113549,103484.7453
113550,56233.71496
113551,137701.6595
113552,226376.7854
113553,109715.6513
113554,171879.9312
113555,100373.09
113556,122445.2967
113557,95601.61823
